job_title,company_name,requirement,salary,location,image_link,job_url
Full Stack Developer (Salary 15-30 Million) - Ho Chi Minh,CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ J317,"[""Bachelor's degree in Computer Science, Engineering, or related field.\n2 years proven experience as a Full Stack Developer or similar role.\nProficiency in frontend development using Angular, HTML, CSS, and TypeScript.\nStrong understanding of backend development with Java, Spring Boot and MongoDB.\nExperience building RESTful APIs and integrating third-party services.\nSolid understanding of software development principles, design patterns, and best practices.\nKnowledge of containerization and deployment using Docker or similar tools.\nExcellent problem- solving and analytical skills with a proactive attitude.\nAbility to work independently and in a collaborative team environment.\nStrong communication and interpersonal skills.\nExperience with cloud platforms such as AWS, Azure, or Google Cloud Platform.\nFamiliarity with DevOps practices and CI/CD pipelines.\nKnowledge of SQL and relational database management systems.\nUnderstanding of agile methodologies and software development lifecycle.\nExperience with version control systems like Git.""]",15 - 30 million,"- Ho Chi Minh: 80-82-84 Thang Long, Ward 04, Tan Binh",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/8ziETB0OqHFi9Cl60Z1cieAEcR1rK1aR_1712549070____50e2f2c341524928cd16481ec9272ee0.jpg,https://www.topcv.vn/viec-lam/full-stack-developer-luong-15-30-trieu-ho-chi-minh/1304219.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
PHP Programmer (Senior),CÔNG TY CỔ PHẦN VINSCHOOL,"['- Proficient in PHP programming language, with deep experience in one of the frameworks: Laravel 5 - 10, CakePHP, Zend, CodeIgniter (Especially Laravel)\n- Proficient in HTML/Javascript/jQuery/CSS/AJAX .\n- Proficient in at least 1 library/framework for front-end development: Bootstrap (3-5), Angular2, VueJS (2-3), ReactJS, etc...\n- Proficient in building and using web service application (XML, JSON)\n- Proficient in using large tasks, jobs, query background\n- Experience with Restful API\n- Know Unit testing\n- Experience using at least 1 database management system MySQL, Postgresql, Oracle, Microsoft SQL Server, MongoDB\n- Experience in devoloper at least 5 years or more.\n- Experience in project management, able to work independently, Work in teams/groups. Able to plan at work.\n- Priority is given to candidates with knowledge of one of other technologies such as NodeJS, .NET, Python, Ruby...']",Up to 35 million,#NAME?,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/IWgswbwUnoLOrYkhMlzv0jHNxbWU3kgz_1633685713____cac5f742fc82a09850b270566e892324.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-php-senior/1299695.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
"Senior Backend Developer (NodeJS, Golang) - Blockchain Domain - In Hanoi",CÔNG TY TNHH DỊCH VỤ PHẦN MỀM HÀO QUANG,"['At least 5 years of experience as a Backend Developer.\nSolid understanding and experience about Nodejs and another high-level programming language.\nStrong understanding of a project's long-term goals such as maintainability, security, performance, etc.\nStrong in reading and writing technical documents in English.\nGood understanding of algorithms, software development methodologies and cloud computing.\nSolid understanding about NoSQL and SQL Database\nIt would be nice to have....\nA team player with a can-do attitude.\nExperience in Golang or Rust\nExperience in developing blockchain based products.']",20 - 50 million,"- Hanoi: FPT Tower, 10 Pham Van Bach, Cau Giay",https://www.topcv.vn/v4/image/normal-company/logo_default.png,https://www.topcv.vn/viec-lam/senior-backend-developer-nodejs-golang-blockchain-domain-tai-ha-noi/1299845.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Middle/Senior PHP Developer (Upto 30M),CÔNG TY CỔ PHẦN CÔNG NGHỆ SỐ THIÊN QUANG,"['Proficient in Laravel Framework and have in-depth knowledge of Laravel concepts and structures.\nMinimum 02 years of PHP experience.\nMaster of one of the relational database systems (PostgreSQL, MySQL, Oracle . ..), have skills in working with ORM (Object-Relational Mapping).\nProficient in HTML, CSS, JavaScript (Jquery, AngularJS, Ajax, ...), Bootstrap, JSON, XML...\nUnderstanding of web application development principles, knowledge of object-oriented design and MVC model.\nGood use of popular development tools such as Git to manage source code.\nHave management and presentation skills and solve problems, debug, capture error cases;\nAble to work independently and well in teams;\nAble to learn, research, able to work on multiple platforms, language.']",12 - 30 million,"- Hanoi: Kim Hoan Building, Lane 19 Duy Tan, Dich Vong Hau, Cau Giay, Nam Tu Liem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-cong-nghe-so-thien-quang-b906eec4de4398408fd4b215feffc22e-65b20947c23b6.jpg,https://www.topcv.vn/viec-lam/middle-senior-php-developer-upto-30m/1283889.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
PHP Developer,Công ty TNHH đầu tư công nghệ và dịch vụ Sconnect Việt Nam,"['Graduated from University or College with majors: Information Technology, Electronics and Telecommunications, Computer Science or equivalent.\nProficient in PHP language and experienced with Laravel platform.\nExperienced with NodeJS and experience deploying and administering one of SQL databases (Oracle Sql, Sql Server, MariaDB,...) or NoSq (MongoDB, Casandra, Redis, PostgreSql, Elasticsearch,...).\nAt least 1 year Experience in software deployment.\nGood foundation in software development process.\nExperience with font-end frameworks NodeJS/ ReactJs, VueJs is an advantage.\nExperience working with Rest API, Git and Git flow.\nExperience working with Cloud, Javascript, CSS, HTML, Agile or Scrum models is an advantage.']",12 - 18 million,"- Hanoi: Alley 286 Nguyen Xien, Thanh Xuan, Hanoi, Thanh Xuan",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-dau-tu-cong-nghe-va-dich-vu-sconnect-viet-nam-5fa89674d2435.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-php-php-developer/1308976.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
NodeJs Developer,Công ty TNHH AEGONA,"['• 2-3 years of experience. Language: Vietnamese (English is an advantage)\n• Knowledge of CI/CD, Kubernetes, Docker and AWS/GCP services is a plus\n• Works well with Git\n• Ability to work in a team and communicate effectively.\ n• Experience with MySQL (an advantage).\n• Experience with node.js\n• Write API documentation\n• Knowledge of programming languages ​​C#, ASP.NET, SQL']",The deal,"- Ho Chi Minh: Quang Trung Software Park, District 12",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-aegona-1a4ba7c167b3ecd22e1e872e89737659-5dd26d18e6e17.jpg,https://www.topcv.vn/viec-lam/nodejs-developer/1307848.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
AI Engineer,CÔNG TY TNHH THƯ VIỆN PHÁP LUẬT,"['1 - Have at least 1 year of experience in the field of AI/ML.\n2 - Graduated from University in related fields such as Computer Science, Information Technology, preferably specializing in AI\n3 - Have experience in MachineLearning, NPL, LLM, DeepLearning.\n4 - Experience with data-generating AI models such as GPT.\n5 - Ability to read and understand specialized documents, apply new technology to improve efficiency work efficiency.\n6 - Ability to research and apply AI open sources.\n7 - Read and understand specialized English documents.\n8 - Age: 1995 - 2002']",The deal,"- Ho Chi Minh: 17 Nguyen Gia Thieu, Vo Thi Sau Ward, District 3",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-thu-vien-phap-luat-5d24441ba7467.jpg,https://www.topcv.vn/viec-lam/ai-engineer/1289345.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Front End Developer,"TECHVIFY SOFTWARE., JSC","['Bachelor's degree in Computer Science, Software Engineering, or a related field.\nStrong problem-solving skills and attention to detail.\nYou have 1 to 3 years of experience in the field.\nDeep understanding of modern HTML5 + CSS techniques. \nDeep understanding of the DOM, browser components & APIs.\nUnderstanding of Microservices architecture or Service Oriented architecture (SOA) and RESTful APIs, GraphQL, WebSockets, Authentication, Authorization, Frontend Database.\nFamiliar with CI/CD, Docker, Static Web Application Deployment, ...\nYou are comfortable with writing code in Javascript ES6/Typescript and familiar with at least one modern frontend JS frameworks such as ReactJS, VueJS, NextJS, Vite etc, other techniques, ie: Webpack, Babel, Gulp, Tailwind CSS, ...\nNice to have experience with modern frontend architecture such as Micro-Frontend.\nExcellent communication and teamwork skills.\nEagerness to learn and adapt to new challenges in AI to product.']",25 - 35 million,"- Hanoi: 19 To Huu Nam Tu Liem, Hanoi, Nam Tu Liem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/NtBEMq5KBH0ugTBSoLOp7gIscwlJXjfQ_1655798222____da60731e3879e6897f4c605eee234156.png,https://www.topcv.vn/viec-lam/front-end-developer/1194537.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Fullstack Programmer,CÔNG TY CỔ PHẦN SMART - SOLUTIONS VIỆT NAM,"['General requirements:\n- University graduate majoring in IT and telecommunication or equivalent.\n- Have at least 5 years of experience.\n- Experience in Java, Spring boot, Angular, ReactJS.\n- Have a solid understanding of programming principles and programming techniques (OOP / FP / OAP).\n- Experience with:\n+ Database: PostgreSQL, MYSQL, Oracle...\n+ Front-end: Angular material, Ant design, front-end patterns, integrating RESTful APIs, ...\n+ Back-end: Redis, Kafka, Keycloak, Feign, Swagger, Liquid base, Websocket, ....\n- Knowledgeable about:\n+ Elastic Search\n+ HTML, CSS, Javascript, Typescript\n+ Web service RESTful API, HTTP request\n+ Handling data cache\n+ System optimization\n- Using source code management tools Git.\n- Careful, highly responsible at work.\n- Able to work independently and in groups.\n- Willing to learn new languages ​​and frameworks.\nPriorities:\n - Understand how to build applications based on Micro Services Micro Front-end architecture, build API Gateway.\n- Experience with UI/UX, design prototypes using figma tools.\n- Have experience in programming Program and work with open source code.\n- Have logical thinking and the ability to handle situations well.\n- Can read and understand English documents.']","700 - 1,500 USD","- Hanoi: 4th Floor, No. 11, Alley 21 Le Van Luong, Nhan Chinh, Thanh Xuan, Hanoi, Thanh Xuan",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/D7ZIvlB2ztjYlmGNPWQtUuOnQSZG1BeV_1660183277____4c258bddcf8364f43b2aa7ac1da645e5.png,https://www.topcv.vn/viec-lam/lap-trinh-vien-fullstack/1169899.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Android ( Java ) Developer,Công ty Cổ phần giải pháp và nguồn lực công nghệ Itsol,"['-Have 2 years of experience in software development on the Android platform with Java programming language\n-Have knowledge of OOP, Desgin Patterns, master the MVC model, MVP\n-Have worked with RxAndroid / RxJava.\n-Understanding Agile/Scrum\n-Onsite bank.']",The deal,"- Hanoi: 25 Tran Hung Dao, Hoan Kiem, Hanoi·, Hoan Kiem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-giai-phap-va-nguon-luc-cong-nghe-itsol-5aec3af2d7391_rs.jpg,https://www.topcv.vn/viec-lam/android-java-developer/1305919.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Freshe Blockchain Developer,Công ty TNHH Relipa,"['Graduated from Polytechnic University, University of Information Technology, Academy of Posts and Telecommunications\nAt least 06 months of experience in Javascript, HTML and CSS in web development for Blockchain projects (required)\nProficient in using One of the programming languages ​​and frameworks: Angular, ReactJS, VueJS, NodeJS (nodeJS is preferred)\nMaster basic programming knowledge, object-oriented programming (OOP), database (DBMS) .\nHave systematic thinking, good logical thinking, absorb new knowledge quickly, have the ability to propose and solve problems\nCan read and understand technical documents in English.']",8 - 15 million,"- Hanoi: Floor 22, Tower B, Song Da Building (HH4), Pham Hung Street, Nam Tu Liem",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-relipa-5b60146f45606_rs.jpg,https://www.topcv.vn/viec-lam/freshe-blockchain-developer/1308342.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Fresher/Junior Unity Developer (1 Year of Experience),Công ty TNHH Volio Việt Nam,"['From 02 years of experience\nPreference will be given to candidates who have had similar products on the Android/ iOS platform\nHave good knowledge of Web services, REST APIs, Oauth 2.0 and Client-Server interface applications\nYes Solid knowledge of object-oriented programming OOP, MVC, MVP, Design Patterns, as well as data structures and algorithms.']",10 - 30 million,"- Hanoi: Stellar Garden, 104 Nguy Nhu Kon Tum, Nhan Chinh, Thanh Xuan",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-volio-viet-nam-60c026311c6ea.jpg,https://www.topcv.vn/viec-lam/fresher-junior-unity-developer-1-nam-kinh-nghiem/1308531.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Java Developer,CÔNG TY CỔ PHẦN GIẢI PHÁP AUTOMATE FUSION,"[""Technical:\nBachelor's degree in Computer Science, Information Technology or equivalent;\nStrong experience in Java (Java SE, Java EE/Spring/Spring Boot).\nPractical knowledge of version control systems, Git flow, Trunk, and GitHub flow branching strategies.\nWriting maintainable code that is well thought out and can be reused across multiple projects.\nExperience developing RESTful APIs.\nUnderstanding of key design patterns.\nHands-on experience with Kubernetes and Docker.\nFamiliar with DevOps toolchain: GitHub , CircleCI, Artifactory, BitBucket, SonarQube, et al.\nExperience in banking, finance, or securities sectors is a big plus.\nExperience in Agile (Scrum or Kanban)\nNon-technical:\nWillingness and ability to thrive in a fast -paced and agile development environment\nGood problem-solving skill\nGood at logical thinking\nBe able to work under deadline pressure\nProactive in work\nWilling to study new languages ​​and technologies\nGood written and verbal communication skills with demonstrated ability to work in a team environment""]",Up to 40 million,- Ho Chi Minh: District 1,https://www.topcv.vn/v4/image/normal-company/logo_default.png,https://www.topcv.vn/viec-lam/java-developer/1305950.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
